行政区域,房屋名称,时间,价格(万),平均价格,房屋户型,总层数,建筑面积,户型结构,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,梯户比例,配备电梯,所在楼层
南通经济技术开发区,世茂九龙庭 3室2厅 127平米,20210110,207,16260,3室2厅,33,127,平层,板塔结合,南,2019,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,和融•优山美地名邸 2室1厅 86.64平米,20210110,162,18606,2室1厅,33,86.64,平层,板塔结合,南,2013,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,星嘉花园 2室1厅 73.97平米,20210110,78,10532,2室1厅,6,73.97,暂无数据,板楼,南,2009,其他,砖混结构,一梯两户,无,高楼层
南通经济技术开发区,星润花园 3室2厅 114平米,20210110,166,14527,3室2厅,6,114,平层,板楼,南,2009,其他,钢混结构,一梯两户,暂无数据,低楼层
南通经济技术开发区,龙田花苑一期 3室1厅 134平米,20210109,162,12090,3室1厅,21,134,平层,板塔结合,南,2017,毛坯,钢混结构,两梯两户,有,高楼层
南通经济技术开发区,星富花园 3室2厅 150平米,20210110,145,9667,3室2厅,6,150,跃层,板塔结合,南,2010,简装,砖混结构,一梯两户,无,高楼层
南通经济技术开发区,碧桂园(南通经济技术开发区) 3室2厅 93.52平米,20210227,174,18606,3室2厅,24,93.52,平层,板塔结合,南,2015,精装,钢混结构,两梯三户,有,中楼层
南通经济技术开发区,星辰花园 1室1厅 53.47平米,20210226,70,12963,1室1厅,6,53.47,平层,板楼,南,2006,毛坯,钢混结构,一梯两户,暂无数据,中楼层
南通经济技术开发区,星苏花园 2室2厅 108平米,20210226,110,10139,2室2厅,11,108,平层,板楼,南,2014,毛坯,钢混结构,一梯两户,有,高楼层
南通经济技术开发区,五洲翡丽湾 3室2厅 137平米,20210226,151,11022,3室2厅,17,137,平层,板楼,南,2015,精装,钢混结构,二十梯三户,有,低楼层
南通经济技术开发区,景瑞望府 3室1厅 123平米,20210226,207,16830,3室1厅,31,123,平层,板楼,南,2012,毛坯,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,星辰花园 2室1厅 75.79平米,20210226,103,13535,2室1厅,6,75.79,平层,板楼,南,2005,精装,钢混结构,一梯两户,暂无数据,低楼层
南通经济技术开发区,海棠花园 3室2厅 112平米,20210226,178,15893,3室2厅,17,112,平层,板塔结合,南,2013,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,新开苑 3室2厅 139.5平米,20210226,182,13033,3室2厅,5,139.5,平层,板楼,南,2010,其他,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,炜赋星湖邻里 3室2厅 97.06平米,20210226,171,17598,3室2厅,11,97.06,平层,板楼,南,2012,精装,混合结构,十五梯两户,有,中楼层
南通经济技术开发区,星海花园 1室1厅 55.05平米,20210226,82,14751,1室1厅,6,55.05,跃层,板楼,南,未知,其他,混合结构,一梯两户,有,高楼层
南通经济技术开发区,鑫湖国贸中心 1室1厅 30平米,20210226,18,5834,1室1厅,30,30,平层,板塔结合,东,2015,精装,钢混结构,六梯四十四户,有,低楼层
南通经济技术开发区,中创大都会 3室1厅 115平米,20210226,248,21566,3室1厅,18,115,平层,板楼,南,2020,其他,钢混结构,两梯七户,有,高楼层
南通经济技术开发区,星辰花园 2室1厅 92平米,20210226,128,13914,2室1厅,6,92,平层,板塔结合,南,2002,精装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,炜建花苑 3室2厅 120.1平米,20210226,125,10408,3室2厅,6,120.1,跃层,板楼,南,2004,简装,砖混结构,一梯两户,暂无数据,高楼层
南通经济技术开发区,中兴花苑 3室2厅 136平米,20210226,140,10295,3室2厅,6,136,平层,板楼,北,2002,其他,钢混结构,一梯两户,暂无数据,高楼层
南通经济技术开发区,景瑞御府 3室2厅 128平米,20201009,265,20704,3室2厅,34,128,平层,板楼,南北,2017,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,海尚家园 2室1厅 72.03平米,20210225,117,16216,2室1厅,16,72.03,平层,板楼,南,2010,其他,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,优山美地花园南区 3室2厅 105平米,20201009,184,17485,3室2厅,11,105,平层,板塔结合,南,2010,精装,钢混结构,一梯三户,有,中楼层
南通经济技术开发区,春风南岸东园 3室2厅 136平米,20210225,280,20589,3室2厅,18,136,平层,板塔结合,南,2020,精装,钢混结构,两梯一户,有,高楼层
南通经济技术开发区,海上传奇 3室2厅 88平米,20201009,113,12841,3室2厅,8,88,平层,板塔结合,南,2019,精装,钢混结构,一梯三户,有,低楼层
南通经济技术开发区,星怡花园 2室1厅 69.02平米,20210225,106,15329,2室1厅,18,69.02,平层,板楼,南,2013,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,南通雅居乐花园 3室1厅 99平米,20201008,159,16061,3室1厅,34,99,平层,板塔结合,南,2014,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,星景花园 3室2厅 104平米,20210225,143,13702,3室2厅,6,104,平层,板楼,南,2010,毛坯,钢混结构,一梯两户,暂无数据,中楼层
南通经济技术开发区,光明幸福天地 2室1厅 89.8平米,20201008,172,19132,2室1厅,28,89.8,平层,板塔结合,南,2012,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,中南熙悦(南通经济技术开发区) 4室2厅 135平米,20210225,249,18430,4室2厅,30,135,平层,板塔结合,南,2016,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,星嘉花园 2室2厅 97平米,20201008,133,13629,2室2厅,6,97,平层,板楼,南,2005,毛坯,砖混结构,五梯两户,有,中楼层
南通经济技术开发区,山水壹号 2室2厅 91.95平米,20210225,198,21488,2室2厅,8,91.95,暂无数据,板楼,南,2010,其他,钢混结构,一梯两户,有,中楼层
南通经济技术开发区,飞马国际 2室1厅 59.44平米,20201008,50,8362,2室1厅,15,59.44,平层,塔楼,南,2016,其他,混合结构,两梯十三户,有,高楼层
南通经济技术开发区,龙田花苑二期 2室2厅 97平米,20210225,150,15464,2室2厅,21,97,平层,板楼,南,2017,其他,框架结构,两梯两户,有,低楼层
南通经济技术开发区,星怡花园 2室1厅 80.15平米,20201008,129,16095,2室1厅,11,80.15,平层,板楼,南,2010,精装,钢混结构,两梯两户,有,高楼层
南通经济技术开发区,南通雅居乐花园 4室2厅 119平米,20210225,209,17564,4室2厅,34,119,平层,板塔结合,南,2015,毛坯,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,星辰花园 2室1厅 74.07平米,20201008,88,11881,2室1厅,6,74.07,跃层,板楼,南,2009,简装,混合结构,一梯两户,暂无数据,高楼层
南通经济技术开发区,海尚家园东区 3室2厅 126平米,20210225,154,12213,3室2厅,18,126,平层,板楼,东南,2012,毛坯,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,中港翡翠城 3室1厅 87平米,20201008,168,19253,3室1厅,17,87,平层,板塔结合,南,2010,精装,钢混结构,六梯四户,有,中楼层
南通经济技术开发区,和融•优山美地名邸 2室2厅 94.42平米,20210225,159,16766,2室2厅,18,94.42,平层,板塔结合,南,2010,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20201008,163,17137,3室2厅,33,95,平层,板塔结合,南,2018,简装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,春天花园 1室1厅 56.8平米,20210225,88,15384,1室1厅,6,56.8,平层,板塔结合,南,2009,毛坯,钢混结构,一梯两户,无,低楼层
南通经济技术开发区,景瑞御府 4室2厅 148平米,20201008,319,21555,4室2厅,34,148,平层,板楼,南,2018,毛坯,钢混结构,两梯两户,有,低楼层
南通经济技术开发区,云樾河山 3室2厅 120平米,20210225,168,13984,3室2厅,18,120,平层,板楼,南,2018,精装,钢混结构,一梯三户,有,中楼层
南通经济技术开发区,中兴花苑 2室2厅 90.47平米,20201008,107,11783,2室2厅,6,90.47,平层,板楼,南,2005,精装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,世茂公元 2室2厅 67平米,20210225,133,19777,2室2厅,32,67,平层,板楼,南,2012,其他,钢混结构,两梯六户,有,中楼层
南通经济技术开发区,绿地新里城 3室1厅 91平米,20201008,159,17473,3室1厅,34,91,平层,板塔结合,南,未知,其他,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,南通橡树湾 3室2厅 128平米,20210225,216,16875,3室2厅,33,128,平层,板楼,南,2013,毛坯,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,紫荆花园 3室1厅 95平米,20201007,137,14422,3室1厅,5,95,平层,板楼,南,2006,简装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,景瑞望府 2室2厅 93平米,20201007,168,18065,2室2厅,18,93,平层,板楼,南,2010,精装,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,恒大悦珑湾 3室1厅 118.67平米,20210225,169,14200,3室1厅,26,118.67,平层,板楼,南,2018,其他,混合结构,两梯四户,有,高楼层
南通经济技术开发区,和融•优山美地名邸 2室2厅 87平米,20201007,165,18966,2室2厅,33,87,平层,板塔结合,南,2015,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,碧桂园(南通经济技术开发区) 2室2厅 88平米,20201007,151,17160,2室2厅,30,88,平层,板塔结合,南,2015,简装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,飞马国际 2室1厅 60.95平米,20201006,54,8860,2室1厅,15,60.95,平层,塔楼,南,2016,其他,混合结构,两梯十三户,有,高楼层
南通经济技术开发区,中港翡翠城 2室2厅 89平米,20201007,165,18540,2室2厅,32,89,平层,板塔结合,南,2015,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,振兴花园 3室2厅 130平米,20201006,155,11924,3室2厅,6,130,平层,板楼,南,2000,简装,砖混结构,一梯两户,无,中楼层
南通经济技术开发区,星怡花园 3室2厅 121.01平米,20201007,153,12644,3室2厅,18,121.01,平层,板楼,南,2012,精装,框架结构,两梯四户,有,低楼层
南通经济技术开发区,炜赋花苑 2室2厅 78平米,20201006,133,17036,2室2厅,18,78,平层,板楼,南,2012,其他,框架结构,两梯四户,有,低楼层
南通经济技术开发区,德诚嘉园 3室2厅 127平米,20201007,176,13843,3室2厅,11,127,平层,板楼,南,2011,精装,砖混结构,两梯两户,有,中楼层
南通经济技术开发区,炜建花苑 3室2厅 136.96平米,20201006,115,8361,3室2厅,5,136.96,平层,板塔结合,南,1995,毛坯,钢混结构,一梯两户,无,低楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 41.4平米,20201007,25,6039,1室1厅,29,41.4,平层,板塔结合,南,2019,毛坯,钢混结构,两梯二十二户,有,中楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20201006,181,19053,3室2厅,33,95,平层,板塔结合,南,2020,其他,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 39.6平米,20201007,25,6263,1室1厅,29,39.6,平层,板塔结合,南,2013,毛坯,钢混结构,两梯二十二户,有,中楼层
南通经济技术开发区,世茂九龙庭 3室2厅 129平米,20201006,206,15969,3室2厅,11,129,暂无数据,板塔结合,南,2000,其他,钢混结构,四梯八户,有,低楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 38平米,20201007,20,5264,1室1厅,29,38,平层,板塔结合,南,2013,毛坯,钢混结构,两梯二十二户,有,中楼层
南通经济技术开发区,竹韵花园 2室1厅 96平米,20201006,119,12344,2室1厅,18,96,平层,板楼,南,2010,精装,钢混结构,四梯四户,有,中楼层
南通经济技术开发区,世茂新界 3室2厅 92平米,20201007,160,17392,3室2厅,27,92,平层,板塔结合,南,2014,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20201006,175,18422,3室2厅,33,95,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,瑞兴花园 2室2厅 96平米,20201007,129,13438,2室2厅,5,96,平层,板楼,南,2012,精装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,星通花园 4室2厅 149.44平米,20201006,130,8700,4室2厅,6,149.44,复式,板楼,南,2010,毛坯,钢混结构,一梯两户,无,高楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 40平米,20201007,24,6000,1室1厅,29,40,平层,板塔结合,西南,2019,毛坯,钢混结构,四梯二十二户,有,低楼层
南通经济技术开发区,金科廊桥水岸 3室2厅 112平米,20201006,123,10938,3室2厅,32,112,平层,板塔结合,南北,2020,毛坯,混合结构,两梯四户,有,低楼层
南通经济技术开发区,江景瑞园 3室2厅 115.95平米,20201007,123,10565,3室2厅,18,115.95,暂无数据,板塔结合,南,2020,毛坯,钢混结构,一梯四户,暂无数据,中楼层
南通经济技术开发区,滨江丽都桥语 3室2厅 96.62平米,20201006,120,12420,3室2厅,11,96.62,暂无数据,板塔结合,南,2014,毛坯,混合结构,两梯两户,有,中楼层
南通经济技术开发区,海悦嘉园 2室1厅 88平米,20201006,134,15228,2室1厅,24,88,平层,板楼,南,2016,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 99.73平米,20201006,184,18400,3室2厅,34,99.73,平层,板塔结合,南,2013,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,景瑞御府 3室1厅 93平米,20201006,205,22044,3室1厅,33,93,平层,板楼,南,2017,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,海悦嘉园 2室2厅 88.41平米,20201005,134,15157,2室2厅,24,88.41,平层,板楼,南,2018,其他,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,海尚家园 3室2厅 126.21平米,20201005,161,12694,3室2厅,17,126.21,平层,板楼,南,2010,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,金科廊桥水岸 3室2厅 112平米,20201005,135,12054,3室2厅,30,112,平层,板楼,南,2018,毛坯,框架结构,两梯四户,有,高楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 115.31平米,20201003,220,19080,3室2厅,34,115.31,平层,板塔结合,南,2017,毛坯,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 40平米,20201005,22,5500,1室1厅,29,40,暂无数据,板塔结合,南,2019,毛坯,钢混结构,四梯二十二户,有,中楼层
南通经济技术开发区,碧桂园(南通经济技术开发区) 3室2厅 93.27平米,20201003,178,19042,3室2厅,30,93.27,平层,板塔结合,南,2016,精装,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,星润花园 1室1厅 54.43平米,20201005,88,16168,1室1厅,6,54.43,平层,板楼,南,2000,毛坯,钢混结构,一梯两户,无,低楼层
南通经济技术开发区,小海花园 3室2厅 140.22平米,20201003,234,16631,3室2厅,27,140.22,平层,板塔结合,南,2017,毛坯,钢混结构,两梯两户,有,中楼层
南通经济技术开发区,星苏花园二期 3室2厅 143平米,20201005,138,9651,3室2厅,22,143,平层,板楼,南,2015,其他,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,星海花园 3室2厅 92平米,20201003,138,15000,3室2厅,6,92,平层,板楼,南,2000,毛坯,砖混结构,一梯两户,有,低楼层
南通经济技术开发区,和融•优山美地名邸 3室2厅 130.97平米,20201005,219,16707,3室2厅,29,130.97,平层,板塔结合,南,2016,毛坯,钢混结构,两梯三户,有,中楼层
南通经济技术开发区,海悦嘉园 2室2厅 107平米,20201003,154,14374,2室2厅,24,107,平层,板楼,南,2015,其他,钢混结构,一梯四户,有,高楼层
南通经济技术开发区,海尚家园 2室1厅 78平米,20201004,124,15872,2室1厅,5,78,平层,板楼,南,2015,简装,钢混结构,一梯两户,有,中楼层
南通经济技术开发区,世茂公元 2室1厅 67平米,20201003,128,19105,2室1厅,28,67,平层,板楼,南,2008,其他,钢混结构,两梯六户,有,高楼层
南通经济技术开发区,海悦嘉园 2室2厅 107平米,20201004,146,13599,2室2厅,24,107,平层,板楼,南,2017,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,炜赋花苑 2室1厅 91平米,20201003,156,17077,2室1厅,18,91,平层,板楼,南,2014,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,翠园 3室1厅 92平米,20201004,161,17500,3室1厅,29,92,平层,板塔结合,南,2016,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,滨江丽都桥语 3室2厅 133.6平米,20201003,140,10480,3室2厅,11,133.6,暂无数据,暂无数据,南,2018,其他,未知结构,一梯两户,暂无数据,中楼层
南通经济技术开发区,星苏花园二期 2室2厅 96.99平米,20201004,98,10084,2室2厅,19,96.99,平层,板楼,南,2013,毛坯,钢混结构,两梯六户,有,中楼层
南通经济技术开发区,军山花园 4室2厅 164平米,20201003,310,18903,4室2厅,6,164,跃层,板楼,南北,2013,毛坯,钢混结构,一梯两户,无,低楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 127.53平米,20201004,240,18818,3室2厅,34,127.53,平层,板塔结合,南,2016,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,江海花园 1室1厅 48.5平米,20201003,44,8949,1室1厅,5,48.5,平层,板楼,南,2007,简装,混合结构,一梯两户,无,低楼层
南通经济技术开发区,时代尚城 3室2厅 109平米,20201004,121,11101,3室2厅,16,109,平层,板楼,南,2019,其他,混合结构,两梯三户,有,高楼层
南通经济技术开发区,春天花园 1室1厅 58平米,20201002,86,14742,1室1厅,6,58,平层,板塔结合,南,2009,精装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,云樾东方 3室2厅 94.7平米,20201004,178,18712,3室2厅,34,94.7,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,南通雅居乐花园 3室1厅 99.23平米,20201002,178,17939,3室1厅,34,99.23,平层,板塔结合,南,2013,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,星怡花园 2室2厅 110.86平米,20201004,146,13125,2室2厅,11,110.86,平层,板楼,南,2013,毛坯,钢混结构,两梯两户,有,中楼层
南通经济技术开发区,万科翡翠公园 3室2厅 91.55平米,20201002,169,18460,3室2厅,27,91.55,平层,板塔结合,南北,2020,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,世茂公元 2室2厅 67.63平米,20201004,141,20849,2室2厅,32,67.63,平层,板楼,南,2012,精装,钢混结构,两梯六户,有,中楼层
南通经济技术开发区,龙田花苑一期 3室1厅 105.86平米,20201002,125,11809,3室1厅,17,105.86,平层,板楼,南北,2013,毛坯,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20201004,184,19369,3室2厅,33,95,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,星辰花园 2室1厅 74平米,20201004,93,12500,2室1厅,6,74,平层,板楼,南,2006,精装,混合结构,二十梯两户,有,高楼层
南通经济技术开发区,炜赋花苑 2室1厅 78平米,20201002,140,17949,2室1厅,18,78,平层,板楼,南,2014,毛坯,砖混结构,两梯四户,有,中楼层
南通经济技术开发区,龙田花苑一期 2室1厅 77平米,20201002,97,12598,2室1厅,17,77,平层,板塔结合,南,2013,毛坯,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 40.41平米,20201002,18,4455,1室1厅,29,40.41,平层,板塔结合,南,2019,精装,钢混结构,四梯二十二户,有,低楼层
南通经济技术开发区,海尚家园东区 3室2厅 58平米,20201001,99,17035,3室2厅,5,58,复式,板楼,南,2015,简装,钢混结构,一梯两户,无,高楼层
南通经济技术开发区,世家花园 2室1厅 88.14平米,20201001,120,13615,2室1厅,18,88.14,平层,板楼,南,2013,其他,钢混结构,三梯四户,有,中楼层
南通经济技术开发区,万和家园（开发区） 2室1厅 73平米,20200930,107,14603,2室1厅,18,73,平层,板楼,南,2012,毛坯,钢混结构,四梯四户,有,高楼层
南通经济技术开发区,金科廊桥水岸 3室2厅 128平米,20200930,115,8922,3室2厅,26,128,平层,板塔结合,南,2012,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,中南世纪花城二期 2室1厅 92.5平米,20200930,216,23330,2室1厅,33,92.5,平层,板塔结合,南,2012,毛坯,钢混结构,两梯六户,有,中楼层
南通经济技术开发区,万科白鹭湾 3室2厅 129.63平米,20200930,159,12251,3室2厅,3,129.63,平层,板塔结合,南北,2020,精装,钢混结构,二十梯四户,有,低楼层
南通经济技术开发区,滨江丽都桥语 3室2厅 101平米,20200930,112,11090,3室2厅,11,101,暂无数据,塔楼,南,2019,毛坯,框架结构,一梯两户,暂无数据,中楼层
南通经济技术开发区,富民新村(南通经济技术开发区) 2室1厅 62.16平米,20200929,79,12710,2室1厅,6,62.16,平层,板楼,南,2000,简装,钢混结构,一梯两户,暂无数据,中楼层
南通经济技术开发区,金科廊桥水岸 2室2厅 87.65平米,20200929,97,11067,2室2厅,30,87.65,平层,塔楼,南,2014,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,鑫湖国贸中心 2室1厅 57.97平米,20200929,36,6176,2室1厅,30,57.97,平层,板塔结合,南,2016,精装,钢混结构,四梯四十四户,有,高楼层
南通经济技术开发区,绿地新里城 3室2厅 90.69平米,20200928,167,18415,3室2厅,34,90.69,平层,板塔结合,南,2019,精装,钢混结构,一梯四户,暂无数据,中楼层
南通经济技术开发区,龙田花苑一期 1室2厅 77.53平米,20200928,96,12318,1室2厅,17,77.53,平层,板楼,南,2012,毛坯,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,正泰江岸水苑 1室1厅 40.01平米,20200928,25,6249,1室1厅,29,40.01,平层,板塔结合,南,2013,精装,钢混结构,两梯二十二户,有,高楼层
南通经济技术开发区,万科翡翠公园 4室2厅 139平米,20200928,300,21583,4室2厅,9,139,平层,板塔结合,南,2017,精装,钢混结构,两梯两户,有,中楼层
南通经济技术开发区,世茂公元 3室2厅 123平米,20200928,347,28212,3室2厅,5,123,跃层,板楼,南,2017,精装,钢混结构,两梯一户,有,低楼层
南通经济技术开发区,炜建花苑 2室1厅 76.83平米,20200928,85,11012,2室1厅,6,76.83,平层,板楼,南,2003,简装,砖混结构,一梯两户,无,高楼层
南通经济技术开发区,世茂新界 3室2厅 87.95平米,20200928,177,20069,3室2厅,27,87.95,平层,板塔结合,南,2017,其他,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,世家花园 2室1厅 101平米,20200924,122,12080,2室1厅,6,101,平层,板楼,南,2000,毛坯,钢混结构,两梯两户,有,中楼层
南通经济技术开发区,和融•优山美地名邸 2室2厅 86.62平米,20200928,141,16278,2室2厅,33,86.62,平层,板塔结合,南,2015,其他,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,龙田花苑二期 2室2厅 97平米,20200923,135,13918,2室2厅,16,97,平层,板楼,南,2014,毛坯,钢混结构,两梯三户,有,中楼层
南通经济技术开发区,世茂公元 3室1厅 85.46平米,20200928,155,18103,3室1厅,28,85.46,平层,板楼,南,2008,简装,钢混结构,两梯六户,有,低楼层
南通经济技术开发区,中南熙悦(南通经济技术开发区) 4室2厅 134平米,20200923,222,16568,4室2厅,34,134,平层,板塔结合,南,2019,精装,钢混结构,两梯一户,有,高楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20200927,178,18737,3室2厅,34,95,平层,板塔结合,南,2019,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,碧桂园(南通经济技术开发区) 3室2厅 127.91平米,20200927,210,16418,3室2厅,32,127.91,平层,板塔结合,南,2015,精装,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,龙田花苑二期 2室2厅 70平米,20200923,109,15572,2室2厅,17,70,平层,板楼,南,2016,其他,钢混结构,两梯三户,有,低楼层
南通经济技术开发区,景瑞御府 4室2厅 180平米,20200927,708,39334,4室2厅,3,180,跃层,板楼,南,2015,其他,框架结构,一梯六户,无,低楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20200923,177,18611,3室2厅,34,95,暂无数据,板塔结合,南,2020,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,龙田花苑二期 2室2厅 95平米,20200927,125,13085,2室2厅,21,95,平层,板楼,南北,2013,简装,框架结构,两梯两户,有,低楼层
南通经济技术开发区,和融•优山美地名邸 3室2厅 138平米,20200923,235,17029,3室2厅,34,138,平层,板塔结合,南,2015,精装,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,军山汇贤居 3室2厅 138.54平米,20200926,218,15722,3室2厅,9,138.54,平层,板楼,南,2006,毛坯,钢混结构,三梯两户,有,中楼层
南通经济技术开发区,星景花园 3室1厅 59.8平米,20200923,87,14412,3室1厅,7,59.8,复式,板楼,南,2005,精装,钢混结构,一梯两户,无,高楼层
南通经济技术开发区,星辰花园 3室1厅 91.8平米,20200926,122,13290,3室1厅,6,91.8,平层,板楼,南,2006,精装,混合结构,两梯两户,有,低楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 118.9平米,20200923,208,17477,3室2厅,34,118.9,平层,板塔结合,南,2015,毛坯,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,碧桂园(南通经济技术开发区) 3室2厅 93.5平米,20200926,170,18182,3室2厅,24,93.5,暂无数据,板塔结合,南,2015,简装,钢混结构,两梯三户,有,高楼层
南通经济技术开发区,星景花园 1室1厅 60.6平米,20200922,78,12789,1室1厅,6,60.6,平层,板楼,南,2005,简装,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,万科白鹭湾 3室2厅 115平米,20200926,158,13740,3室2厅,7,115,平层,板塔结合,南,2020,精装,钢混结构,两梯两户,有,中楼层
南通经济技术开发区,富力半岛花园 3室2厅 110平米,20200922,136,12364,3室2厅,20,110,平层,板楼,南,2019,精装,混合结构,四梯六户,有,中楼层
南通经济技术开发区,中港翡翠城 3室2厅 108平米,20200926,173,15980,3室2厅,32,108,平层,板塔结合,南,2018,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,五洲翡丽湾 3室1厅 136平米,20200922,132,9706,3室1厅,8,136,平层,板楼,南北,2016,其他,混合结构,二十梯两户,有,中楼层
南通经济技术开发区,绿地新里城 3室2厅 91平米,20200926,160,17583,3室2厅,34,91,平层,板塔结合,南,2020,精装,钢混结构,两梯四户,有,中楼层
南通经济技术开发区,云樾东方 3室2厅 95平米,20200922,170,17895,3室2厅,33,95,平层,板塔结合,南,2019,精装,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,恒大悦珑湾 4室2厅 143平米,20200926,180,12588,4室2厅,9,143,平层,板楼,南,2013,精装,钢混结构,一梯两户,有,中楼层
南通经济技术开发区,中港翡翠城 4室2厅 140.84平米,20200922,228,16175,4室2厅,32,140.84,平层,板塔结合,南,2010,精装,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,海棠花园 3室2厅 137平米,20200926,184,13417,3室2厅,18,137,平层,板塔结合,南,2012,毛坯,钢混结构,两梯四户,有,低楼层
南通经济技术开发区,小海花园 3室2厅 141平米,20200922,230,16298,3室2厅,25,141,平层,板塔结合,南,2016,毛坯,钢混结构,四梯两户,有,低楼层
南通经济技术开发区,春天花园 3室2厅 121.09平米,20200926,177,14618,3室2厅,6,121.09,平层,板塔结合,南北,2010,其他,钢混结构,一梯两户,无,中楼层
南通经济技术开发区,恒大悦珑湾 3室2厅 130平米,20200922,160,12308,3室2厅,9,130,平层,板楼,南,2019,精装,混合结构,两梯两户,有,低楼层
南通经济技术开发区,世茂公元 3室1厅 89平米,20200922,168,18797,3室1厅,33,89,平层,板楼,南,2013,毛坯,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,南通雅居乐花园 3室2厅 99.42平米,20200925,189,18960,3室2厅,34,99.42,平层,板塔结合,南,2018,其他,钢混结构,两梯四户,有,高楼层
南通经济技术开发区,春风南岸西园 3室2厅 123平米,20200925,206,16732,3室2厅,26,123,暂无数据,板塔结合,南,2019,其他,钢混结构,两梯四户,有,中楼层
